km,abs,airco,price,radio,tow_bar,cd_player,met_color,mistlamps,sport_model,central_lock,metallic_rim,mfr_guarantee,bovag_guarantee,backseat_divider,age_08_04_calculada,fuel_type_encoded
57413.0,1,0,10500.0,0,0,0,0,0,1,0,0,1,1,1,62,2
57374.0,1,1,8950.0,0,0,0,1,1,0,1,1,0,1,1,64,2
57179.0,1,1,9900.0,0,0,0,1,1,0,1,1,0,1,1,61,2
57169.0,1,1,9995.0,0,0,0,1,1,1,1,1,0,1,1,60,2
57124.0,1,1,9950.0,0,0,0,1,1,1,1,1,0,1,1,62,2
57000.0,1,1,9950.0,0,0,0,1,0,1,0,0,0,1,1,62,2
57000.0,1,0,8250.0,0,0,0,0,0,1,0,0,0,1,1,66,2
57000.0,1,0,9950.0,0,0,0,1,0,0,0,0,0,1,1,62,2
56259.0,0,0,8950.0,0,0,0,0,0,0,0,0,0,1,1,58,2
56209.0,1,0,10950.0,0,0,0,1,0,1,1,1,1,1,1,61,2
56074.0,1,0,9250.0,0,0,0,0,0,0,0,0,1,1,0,66,2
55942.0,1,1,9950.0,1,0,0,1,0,1,1,0,1,1,1,62,2
55844.0,1,1,9995.0,0,1,0,1,1,0,1,1,0,1,1,56,2
55747.0,1,1,8750.0,0,0,0,0,1,0,1,1,0,1,1,60,2
55478.0,1,1,10950.0,0,0,0,0,1,0,1,1,0,1,1,57,2
55085.0,1,1,10350.0,0,1,0,0,1,0,1,1,1,1,1,59,2
55061.0,1,0,9950.0,0,0,0,1,0,1,1,0,0,1,1,64,2
55000.0,0,0,8950.0,0,0,0,1,0,0,0,0,0,0,0,64,2
55000.0,1,1,10950.0,0,0,0,0,1,0,1,1,0,1,1,56,2
54936.0,1,1,10950.0,0,0,0,1,1,0,1,1,1,1,1,62,2
54875.0,1,0,8950.0,0,0,0,1,0,1,0,0,1,1,1,67,2
54847.0,1,1,8900.0,0,0,0,0,0,0,1,0,1,1,1,66,2
54554.0,1,1,10250.0,0,0,0,1,1,1,1,1,1,1,1,59,2
54125.0,1,0,9450.0,1,1,0,1,0,0,1,0,0,1,0,60,2
54000.0,1,1,9250.0,0,1,0,1,1,0,1,0,1,1,1,60,2
54000.0,1,1,10500.0,0,0,0,1,0,0,1,0,0,1,0,56,2
54000.0,1,0,7350.0,0,0,0,0,0,1,0,0,0,0,1,57,2
54000.0,0,1,10250.0,0,1,0,1,0,0,1,0,0,0,0,56,2
53285.0,1,1,10250.0,0,0,0,1,1,0,1,0,1,1,1,61,2
53053.0,1,1,11500.0,0,0,1,1,1,0,1,1,0,1,1,64,2
53000.0,1,1,8950.0,0,0,0,1,0,0,1,0,0,1,0,67,2
53000.0,1,0,7750.0,0,0,0,0,0,0,0,0,0,0,1,67,2
52968.0,1,0,9500.0,0,1,0,1,0,1,0,0,1,1,1,63,2
52800.0,0,0,8450.0,0,1,0,1,0,1,1,0,0,1,1,66,2
52548.0,1,1,8950.0,1,1,0,0,0,1,1,0,0,1,1,56,2
52487.0,1,0,8400.0,1,1,0,1,0,0,0,0,0,1,0,59,2
52383.0,1,0,9250.0,0,0,0,0,0,1,0,0,0,1,1,65,2
52112.0,1,1,8900.0,0,1,0,1,0,0,1,0,0,0,1,60,2
51712.0,1,1,8750.0,0,0,1,0,0,1,1,1,0,1,1,57,2
51421.0,0,0,10950.0,0,0,0,0,0,0,1,0,0,0,0,57,2
51235.0,1,0,8950.0,1,1,0,1,0,0,0,0,0,1,0,60,2
51000.0,0,0,8950.0,0,0,0,1,0,0,0,0,0,0,0,64,2
50925.0,1,0,8895.0,1,1,0,1,0,0,0,0,1,1,1,60,2
50806.0,0,0,9390.0,0,0,0,0,0,0,0,0,0,0,0,65,2
50469.0,1,1,8750.0,0,0,0,1,0,1,0,1,1,1,1,58,2
50173.0,1,1,9750.0,0,0,0,1,1,0,1,1,0,1,1,60,2
50000.0,1,1,9950.0,0,0,1,1,1,0,1,1,0,1,1,61,2
49942.0,1,1,10950.0,0,0,0,0,1,0,1,1,0,1,1,64,2
49585.0,1,0,9900.0,0,1,0,0,0,0,0,1,1,1,1,66,2
49258.0,0,1,9500.0,0,1,0,1,0,0,0,0,0,1,0,61,2
49000.0,1,1,9950.0,0,0,0,0,0,0,0,0,0,1,1,60,2
48738.0,1,1,9950.0,0,1,0,0,0,0,1,0,0,1,0,62,2
47750.0,1,1,10500.0,0,0,0,1,1,0,1,1,0,1,1,61,2
47612.0,1,0,9950.0,0,0,0,0,0,1,0,0,0,1,1,62,2
47500.0,1,0,10495.0,0,0,0,1,0,0,1,0,1,1,1,67,2
47237.0,0,0,9500.0,0,0,0,0,0,0,1,1,0,1,0,65,2
47171.0,1,0,8500.0,1,0,0,1,0,0,1,0,1,1,1,57,2
47060.0,1,1,10450.0,0,0,0,0,0,0,0,0,1,1,0,59,2
47014.0,1,0,8950.0,0,0,0,1,0,0,0,0,0,1,1,64,2
46929.0,1,1,9900.0,1,1,0,1,1,1,1,0,1,1,1,58,2
46000.0,1,0,8900.0,0,0,0,0,0,1,0,0,0,1,1,62,2
45681.0,1,0,8745.0,0,0,0,0,0,1,0,0,0,1,1,64,2
45549.0,0,0,8750.0,0,0,0,1,0,0,0,0,0,0,0,64,2
45000.0,1,1,10750.0,0,1,0,1,0,0,1,1,0,1,0,56,2
45000.0,0,0,9750.0,0,0,0,1,0,0,0,0,0,0,0,56,2
45000.0,1,1,8850.0,0,0,0,0,1,0,1,1,0,0,1,64,2
45000.0,1,0,7950.0,0,0,0,1,0,1,0,0,0,1,1,65,2
45000.0,0,0,9450.0,0,0,0,1,0,0,0,0,1,1,0,62,2
45000.0,1,1,9950.0,0,1,0,0,1,0,1,0,0,0,1,60,2
44944.0,1,1,8250.0,0,1,0,1,0,0,1,0,0,1,0,62,2
44597.0,1,0,9950.0,1,0,0,0,0,0,0,0,0,1,0,60,2
44458.0,0,0,9995.0,0,0,0,0,0,0,0,1,1,1,1,67,2
43818.0,1,1,9950.0,0,1,0,0,0,0,0,0,0,1,1,58,2
43426.0,1,0,10495.0,1,1,0,1,0,0,0,0,1,1,1,59,2
43000.0,1,0,7950.0,0,0,0,1,0,0,1,0,0,0,0,57,0
43000.0,1,0,8950.0,0,0,0,1,0,0,0,0,0,0,0,67,2
43000.0,1,1,9695.0,1,1,0,0,0,0,0,1,0,0,0,56,2
43000.0,0,0,7750.0,0,0,0,0,0,0,0,0,0,0,0,63,2
42750.0,1,0,9950.0,0,0,0,1,0,0,0,0,0,1,1,67,2
42102.0,1,1,9950.0,0,0,0,1,1,0,1,1,1,1,1,66,2
41586.0,0,0,9950.0,0,0,0,1,0,0,0,0,0,1,0,62,2
41200.0,0,0,9900.0,0,0,0,0,0,0,1,0,0,1,0,63,2
40214.0,1,1,10950.0,0,0,0,0,1,1,1,1,1,1,1,56,2
40000.0,1,0,8950.0,0,0,0,1,0,0,0,0,1,1,0,59,2
39222.0,1,0,8950.0,0,1,0,1,0,1,0,0,1,1,1,65,2
39144.0,1,0,8250.0,0,0,0,1,0,0,1,0,1,1,1,65,2
39000.0,1,1,10250.0,0,0,0,1,1,0,1,1,1,1,1,61,2
38019.0,1,1,8750.0,0,1,0,1,0,1,0,0,1,1,1,60,2
37759.0,1,0,9750.0,0,0,0,1,0,1,0,0,1,1,1,67,2
37500.0,1,0,10950.0,0,0,0,0,0,0,0,0,1,1,1,60,2
37111.0,1,0,10950.0,0,1,0,1,0,1,1,0,1,1,1,59,2
37000.0,1,0,9750.0,0,1,0,0,0,0,0,0,0,1,1,61,2
36954.0,1,0,8900.0,1,1,0,1,0,1,1,0,1,1,1,58,2
36943.0,1,0,9500.0,0,1,0,0,0,1,0,0,1,1,1,59,2
36923.0,1,0,9950.0,0,0,0,0,0,1,0,0,0,1,1,62,2
36658.0,1,1,9950.0,0,1,0,0,0,1,1,0,0,1,1,65,2
36000.0,1,0,8250.0,0,0,0,1,0,0,0,0,0,1,1,64,2
36000.0,1,1,10450.0,0,0,0,1,1,1,1,1,1,1,1,64,2
35512.0,1,1,10950.0,0,0,0,1,1,1,1,1,0,1,1,61,2
35283.0,1,0,9250.0,0,0,0,1,0,0,1,0,0,1,1,64,2
35000.0,1,0,8900.0,0,0,1,1,0,1,1,0,1,1,1,67,2
35000.0,1,1,10900.0,0,0,0,1,1,1,1,0,1,1,1,56,2
34114.0,1,0,9750.0,0,0,0,0,0,1,0,0,1,1,1,63,2
34000.0,1,1,11950.0,0,0,0,0,1,0,1,1,0,1,1,57,2
33847.0,1,0,7900.0,0,0,0,1,0,0,0,0,1,1,0,67,2
33535.0,0,0,10900.0,0,0,0,0,0,0,0,0,0,1,0,56,2
33000.0,1,0,10450.0,0,0,0,0,0,0,0,1,0,1,1,64,2
32150.0,1,1,10950.0,0,1,1,1,0,1,0,1,0,1,1,58,2
31588.0,0,0,9950.0,0,0,0,1,0,0,0,0,1,1,1,64,2
31480.0,1,1,10750.0,0,0,0,1,1,0,1,1,0,1,1,59,2
31307.0,1,0,9900.0,0,0,0,1,0,1,0,0,1,1,1,56,2
31000.0,0,1,10750.0,1,0,0,1,0,0,1,0,0,1,0,67,2
30634.0,1,1,10450.0,0,1,0,1,1,0,1,1,1,1,1,57,2
30300.0,1,0,9450.0,0,1,0,1,0,0,1,0,1,1,0,67,2
28500.0,1,0,10750.0,1,0,0,1,0,0,1,0,0,1,1,59,2
28500.0,1,1,10950.0,0,0,0,0,1,0,1,1,0,1,1,59,2
28000.0,1,0,10000.0,0,0,0,0,0,1,1,0,0,1,1,56,2
26698.0,1,1,10500.0,0,0,0,0,1,0,1,0,0,1,1,67,2
26000.0,1,1,12500.0,0,0,0,0,0,0,1,0,0,1,1,61,2
25505.0,1,0,8950.0,0,1,0,1,0,1,1,0,1,1,1,61,2
25000.0,1,0,10500.0,0,0,0,1,0,0,1,0,0,0,0,57,2
22835.0,1,0,9245.0,0,0,0,1,0,0,1,0,1,1,1,65,2
22705.0,1,1,10950.0,0,0,0,1,1,0,1,1,1,1,1,58,2
22178.0,1,0,9500.0,0,0,0,1,0,0,1,0,0,1,1,62,2
17345.0,0,0,10900.0,0,0,0,1,0,0,1,0,0,1,1,61,2
15535.0,1,0,10950.0,0,1,0,1,0,0,0,0,0,1,0,66,2
15110.0,1,0,9450.0,0,0,0,0,0,1,0,0,0,1,1,65,2
143560.0,0,0,6950.0,0,0,0,1,0,0,0,0,0,1,1,79,2
139145.0,0,0,7950.0,0,1,0,0,0,0,0,0,0,0,0,70,1
138500.0,0,0,8950.0,0,0,0,0,0,0,0,0,0,1,1,78,2
137741.0,0,0,7950.0,1,0,0,1,0,0,0,0,0,1,0,73,1
137178.0,0,0,9500.0,0,1,0,1,0,0,1,0,0,0,0,79,1
134889.0,0,0,8600.0,0,0,0,1,0,0,1,0,1,1,1,75,1
134660.0,1,0,5950.0,0,0,0,0,0,0,0,0,0,1,0,70,1
134539.0,0,1,7750.0,0,1,0,0,0,0,1,0,0,1,1,72,2
131500.0,0,1,7950.0,0,0,0,0,1,0,1,0,0,1,1,78,1
131307.0,1,0,6950.0,0,0,0,1,0,1,0,0,0,1,1,76,2
130025.0,1,0,7250.0,0,0,0,1,0,1,0,0,0,1,1,73,2
130000.0,1,0,6500.0,0,0,0,0,0,0,0,0,0,1,0,77,2
128960.0,0,1,7250.0,1,1,0,1,0,1,1,0,0,1,1,76,2
128351.0,0,1,9250.0,0,0,0,1,0,0,1,0,0,1,1,79,2
128006.0,0,0,8250.0,0,0,0,1,0,0,1,1,1,1,1,72,2
127159.0,1,0,7250.0,0,1,0,1,0,0,0,0,0,1,1,70,1
126478.0,1,1,5250.0,0,0,0,1,0,0,0,1,0,1,0,71,2
126000.0,0,0,7900.0,0,0,0,1,0,0,0,0,0,0,0,76,2
125778.0,1,0,6900.0,0,0,0,0,0,1,0,0,0,1,1,75,2
125400.0,0,0,7900.0,0,0,0,0,0,0,1,0,0,0,0,74,2
124910.0,1,0,7250.0,0,0,0,0,0,1,0,0,0,1,1,73,1
124743.0,0,0,8450.0,0,1,0,1,0,0,1,1,0,1,1,69,2
124591.0,0,1,7950.0,0,0,0,1,0,0,1,0,1,1,1,75,2
124057.0,1,0,7950.0,0,0,0,1,0,1,0,0,1,1,1,73,2
123403.0,0,1,6450.0,1,1,0,1,0,0,1,0,1,1,1,71,2
123104.0,1,0,6650.0,0,0,0,1,0,1,0,0,0,1,1,74,2
123077.0,1,0,7950.0,0,0,0,1,0,1,0,0,0,1,1,73,2
122820.0,1,1,7250.0,0,0,0,0,1,0,1,1,0,1,1,79,2
122290.0,1,0,7450.0,1,1,0,0,0,1,0,1,0,1,1,76,2
121900.0,1,1,7950.0,0,1,0,1,0,0,1,0,0,1,0,73,2
121545.0,0,0,7250.0,0,1,0,1,0,0,0,0,0,1,1,76,2
120474.0,1,0,8250.0,0,0,0,1,0,1,0,0,0,1,1,70,1
120263.0,0,0,8950.0,0,0,0,1,0,0,0,0,0,1,0,75,1
120196.0,1,1,7750.0,0,0,0,1,1,1,1,1,0,1,1,73,2
120000.0,1,0,8500.0,0,0,0,0,0,1,0,1,0,1,1,70,2
120000.0,0,0,7750.0,0,1,0,0,1,0,1,0,0,1,1,77,2
115877.0,0,1,5750.0,0,1,0,0,0,0,0,0,0,1,0,72,2
115345.0,0,0,6900.0,0,1,0,1,0,0,1,0,0,1,1,75,2
115157.0,0,0,6500.0,1,0,0,1,0,0,1,1,0,1,0,70,2
115000.0,0,1,6500.0,0,1,0,1,0,1,0,0,0,1,1,77,2
114258.0,1,0,7600.0,0,1,0,1,0,1,0,0,0,1,1,76,2
112963.0,0,0,8950.0,0,1,0,1,0,0,0,0,1,1,1,72,1
112307.0,0,0,7450.0,0,1,0,1,0,0,1,0,1,1,1,73,2
112000.0,0,0,7350.0,0,0,0,1,0,0,1,0,0,1,1,71,2
111602.0,0,0,7750.0,0,0,0,1,0,1,1,0,0,1,1,72,2
111392.0,0,0,7460.0,0,0,0,0,0,0,1,1,0,1,0,79,0
110901.0,0,1,9250.0,0,0,0,1,0,0,1,0,1,1,1,75,2
110887.0,0,0,7250.0,0,0,0,1,1,0,1,0,0,1,1,79,2
110634.0,0,0,6500.0,0,0,0,1,0,1,1,1,1,1,1,71,2
110000.0,0,1,6800.0,1,1,0,1,0,0,1,0,0,1,0,79,2
109540.0,1,1,8700.0,0,0,0,0,0,1,1,0,1,1,1,74,2
109263.0,0,0,7500.0,0,1,0,0,0,0,0,0,0,1,0,77,2
107516.0,1,0,7750.0,0,0,0,1,0,1,0,0,1,1,1,70,2
107108.0,0,0,7950.0,0,1,0,1,0,1,1,0,0,1,1,72,2
107000.0,1,1,9950.0,0,0,0,1,0,1,1,1,0,1,1,74,2
106250.0,0,0,6640.0,0,0,0,0,0,0,0,0,0,1,1,73,2
106150.0,1,0,8750.0,0,0,0,0,0,0,0,0,0,1,0,70,2
106108.0,0,0,7750.0,0,0,0,1,0,0,1,1,0,1,1,71,2
105856.0,0,0,5950.0,1,0,0,0,0,1,0,0,0,1,1,71,2
105152.0,1,0,6750.0,0,0,0,0,0,1,0,0,0,1,1,76,2
105135.0,0,1,6500.0,0,1,0,1,0,1,0,0,0,1,1,79,2
104344.0,0,1,8750.0,1,0,0,1,0,0,1,0,0,1,0,75,2
104150.0,0,0,7950.0,1,0,0,1,0,1,1,0,0,1,1,73,2
104000.0,1,0,6750.0,0,0,0,1,0,0,0,0,0,1,1,73,2
103121.0,1,0,7950.0,0,0,0,1,0,0,1,0,0,1,0,72,2
102300.0,0,0,7950.0,0,1,0,1,0,0,0,0,0,0,0,79,2
102005.0,1,0,8950.0,0,0,1,1,1,0,1,0,0,1,1,74,2
102000.0,0,0,7750.0,0,0,0,1,0,0,0,0,1,1,1,76,2
101855.0,0,0,6450.0,1,1,0,1,0,0,0,0,0,1,1,74,2
101773.0,1,1,6900.0,0,0,0,0,0,1,0,0,0,1,1,73,2
101159.0,1,0,8450.0,0,0,0,1,0,1,1,0,0,1,1,74,2
101000.0,0,0,6750.0,0,0,0,0,0,0,1,0,0,1,0,73,2
100732.0,0,0,8050.0,0,1,0,1,0,0,0,0,0,1,0,73,2
100719.0,0,1,9500.0,0,0,0,0,0,0,1,0,0,1,1,78,2
100487.0,0,1,7750.0,0,0,0,0,0,0,1,0,1,1,0,77,2
100458.0,0,1,8500.0,0,0,0,0,0,0,0,0,0,1,1,79,2
100192.0,0,1,7795.0,0,0,1,1,0,0,1,1,1,1,1,74,2
100123.0,0,0,6490.0,1,0,0,1,0,0,0,0,1,1,1,79,2
99971.0,0,1,7950.0,0,0,0,1,0,1,1,0,0,1,1,72,2
99397.0,1,0,6425.0,0,1,0,0,0,1,0,0,0,1,1,78,2
99374.0,1,0,8950.0,0,1,0,1,0,0,0,0,0,1,1,68,2
99245.0,1,0,6950.0,0,0,0,1,1,0,1,0,0,0,0,71,2
98742.0,0,0,8750.0,0,0,0,0,0,0,0,0,1,1,1,78,2
98154.0,0,1,8450.0,0,0,0,1,0,0,1,1,0,1,0,70,2
98000.0,1,1,7950.0,0,1,0,1,0,0,1,1,0,0,0,76,2
97548.0,0,0,7950.0,0,0,0,0,0,0,0,1,1,1,1,79,2
97534.0,0,0,8900.0,1,1,0,1,0,0,0,0,0,0,0,77,2
97494.0,1,0,8950.0,0,0,1,1,0,1,1,0,1,1,1,72,2
97085.0,0,0,8900.0,1,1,0,1,0,0,1,0,1,1,1,72,2
97000.0,0,0,7950.0,0,0,0,0,0,0,0,0,1,1,0,68,2
96302.0,1,0,6495.0,0,1,0,1,0,1,0,0,0,1,1,73,2
96000.0,0,0,7250.0,0,1,0,1,0,0,0,1,0,0,1,77,2
96000.0,1,0,9250.0,0,1,0,1,0,1,0,0,1,1,1,73,2
95909.0,1,0,6650.0,0,1,0,1,0,1,0,0,0,1,1,77,2
95700.0,0,0,6990.0,0,0,0,0,0,0,0,0,0,0,0,78,2
95651.0,1,0,7750.0,1,1,0,1,0,0,0,0,0,1,1,77,2
95000.0,1,0,6950.0,0,0,0,1,0,1,0,0,1,1,1,78,2
94447.0,1,0,7250.0,1,0,0,0,0,1,1,0,0,1,1,79,2
94079.0,1,1,9950.0,1,1,0,1,0,0,1,0,1,1,1,79,2
93841.0,1,0,9250.0,0,0,0,0,0,0,0,0,0,0,0,79,2
93090.0,1,0,7200.0,0,1,0,1,0,1,1,0,0,1,1,78,2
93066.0,1,0,8250.0,0,1,0,1,1,0,1,1,0,1,1,71,2
93039.0,0,0,8950.0,0,0,0,1,1,0,1,1,0,1,1,78,2
93000.0,0,1,8250.0,0,1,0,1,0,0,1,0,0,1,1,76,2
92830.0,1,0,6250.0,0,0,0,1,0,0,0,0,0,1,1,79,2
92255.0,0,0,9900.0,0,0,0,0,0,0,1,0,1,1,1,79,2
92096.0,0,1,7300.0,0,1,0,1,0,0,0,0,0,1,1,79,2
91921.0,0,0,8950.0,0,0,0,1,0,0,1,0,0,1,0,71,2
91900.0,0,0,6500.0,0,0,0,1,0,1,1,1,0,1,1,69,2
91399.0,1,0,7950.0,0,1,1,1,0,1,0,0,1,1,1,77,2
91082.0,0,0,7450.0,0,1,0,1,0,0,0,0,1,1,1,74,2
90370.0,1,0,7950.0,0,0,0,1,0,1,0,1,1,1,1,70,2
90345.0,0,0,8500.0,0,1,0,1,0,0,1,0,0,0,0,77,2
90305.0,1,0,6950.0,0,1,0,1,0,1,0,0,0,1,1,76,2
90011.0,1,0,7950.0,0,0,0,0,0,1,0,0,1,1,1,77,2
90000.0,0,0,6750.0,1,0,0,1,0,0,0,0,0,1,1,76,2
89983.0,1,1,8450.0,0,0,0,0,1,0,1,1,1,1,1,69,2
89953.0,0,0,7500.0,0,0,0,0,0,0,0,0,0,1,0,77,2
89800.0,0,0,8750.0,1,0,0,1,0,0,0,0,0,1,1,73,1
89739.0,0,0,8750.0,0,0,0,1,0,0,0,0,1,1,1,78,2
89520.0,0,0,8950.0,0,0,0,1,0,0,0,0,1,1,1,75,2
89507.0,1,0,7450.0,0,0,0,0,0,1,0,0,0,1,1,74,2
89096.0,1,0,9200.0,1,0,0,1,0,1,1,0,0,1,1,68,2
88700.0,1,0,8950.0,0,0,0,1,0,1,0,0,0,1,1,73,2
88500.0,1,1,7850.0,0,1,0,1,1,0,1,0,0,0,1,71,2
88186.0,0,0,6950.0,0,0,0,1,0,0,0,0,0,1,1,72,1
88000.0,0,0,7200.0,1,1,0,1,0,1,1,0,0,1,1,74,2
87743.0,0,0,7450.0,0,0,0,0,1,0,1,0,0,1,1,77,2
87613.0,1,0,6750.0,0,0,0,0,0,1,0,0,0,1,1,74,2
87358.0,1,0,7500.0,0,0,0,1,1,1,1,1,1,1,1,72,2
87083.0,0,1,7450.0,0,1,0,0,0,0,1,0,1,1,1,71,2
87000.0,1,0,7950.0,0,0,0,1,0,0,0,0,1,1,0,69,2
87000.0,1,1,7250.0,0,1,0,1,0,0,0,0,0,1,0,77,2
87000.0,0,0,7950.0,1,0,0,1,0,0,0,0,0,1,0,72,2
87000.0,0,0,8250.0,1,1,0,1,0,0,0,0,0,1,1,79,2
86860.0,1,1,8250.0,0,0,0,0,1,0,1,1,1,1,1,71,2
86109.0,1,1,6750.0,1,1,0,1,1,0,1,0,0,1,1,79,2
86000.0,0,0,8750.0,0,1,1,1,0,0,1,0,0,0,0,78,2
86000.0,1,1,8950.0,0,0,0,0,1,0,1,0,0,1,0,79,2
85864.0,1,1,8500.0,0,1,0,1,0,1,1,0,0,1,1,69,1
85565.0,1,1,8250.0,0,1,0,0,0,1,1,1,0,1,1,79,2
85470.0,1,1,9450.0,0,1,0,0,0,1,0,0,0,1,1,69,2
85200.0,0,0,7950.0,0,0,0,1,0,0,0,0,1,1,1,72,2
85000.0,1,1,7900.0,0,0,0,1,1,0,1,0,1,1,1,69,2
84988.0,0,0,8500.0,0,1,0,1,0,0,0,0,0,1,1,72,2
84966.0,1,1,8250.0,0,1,0,0,0,1,1,0,0,1,1,78,2
84472.0,0,0,8250.0,1,1,0,1,0,0,0,0,1,1,1,75,2
84402.0,1,1,8950.0,0,0,0,1,0,0,1,0,1,1,0,72,2
84123.0,1,0,7950.0,0,0,0,0,0,1,0,0,0,1,1,73,2
84000.0,1,1,6950.0,0,0,0,0,1,0,1,1,0,1,1,79,2
84000.0,1,1,7250.0,1,1,0,1,0,0,0,0,0,1,0,77,2
84000.0,1,0,7750.0,0,0,0,1,0,1,0,0,0,0,1,76,2
83850.0,1,1,8700.0,0,0,0,1,1,0,1,0,0,1,1,74,2
83540.0,0,0,8950.0,0,1,0,1,0,0,0,0,1,1,0,79,2
83405.0,1,0,6750.0,0,1,0,1,0,1,0,0,0,1,1,75,2
83291.0,1,1,7500.0,0,1,0,1,0,0,0,0,0,1,1,70,2
83133.0,1,0,7950.0,0,0,0,0,0,1,0,0,0,1,1,68,2
83047.0,1,0,8950.0,0,1,0,1,0,1,0,0,0,1,1,70,2
82700.0,0,0,7950.0,1,0,0,0,0,0,1,0,0,1,1,70,2
82675.0,1,0,7450.0,0,0,0,0,0,1,0,0,0,1,1,77,2
82595.0,0,0,5950.0,0,0,0,1,0,0,0,0,0,0,0,77,2
82256.0,1,0,7750.0,0,0,0,1,0,1,1,0,0,1,1,74,2
82103.0,0,0,6950.0,0,0,0,1,0,1,0,0,1,1,1,76,2
82021.0,0,0,8750.0,0,0,0,1,0,0,0,0,1,1,1,79,2
82000.0,0,1,8950.0,0,0,0,1,0,0,1,1,0,0,0,70,2
81988.0,0,0,7495.0,1,1,0,1,0,0,1,0,1,1,1,78,2
81930.0,1,0,7750.0,0,1,0,0,0,1,0,0,1,1,1,75,2
81663.0,0,0,6950.0,0,1,0,0,0,0,1,0,0,1,0,69,2
80486.0,0,0,7990.0,1,1,0,1,0,0,0,0,0,1,1,76,2
80000.0,1,1,7250.0,0,1,0,1,0,0,0,0,0,0,0,77,2
79000.0,1,0,6900.0,0,0,0,0,0,0,0,0,0,1,1,68,2
78894.0,0,0,7750.0,0,1,0,0,0,0,0,0,0,1,1,73,2
78689.0,1,0,7250.0,0,0,0,0,0,0,0,0,0,1,0,77,2
78435.0,0,0,8950.0,0,0,0,0,0,0,0,0,0,1,0,76,2
78260.0,1,0,8500.0,0,1,0,0,0,0,0,0,0,0,0,70,2
78120.0,1,0,7950.0,0,0,0,1,1,0,1,0,1,1,1,71,2
77000.0,1,0,6950.0,0,0,0,0,0,0,0,0,0,1,0,76,2
77000.0,0,0,8000.0,0,1,0,0,0,0,1,0,0,0,1,77,2
76382.0,0,0,7950.0,0,1,1,1,1,0,1,0,0,1,1,74,2
76268.0,0,0,8500.0,0,0,0,1,0,0,0,0,1,1,1,75,2
76151.0,0,0,7490.0,0,0,0,1,1,1,0,1,0,1,1,72,2
76000.0,0,0,8250.0,0,0,0,0,0,0,1,1,1,1,1,79,2
76000.0,1,1,9250.0,0,1,0,1,0,0,1,0,0,1,1,70,2
75840.0,1,0,7950.0,0,0,0,0,0,1,0,0,0,1,1,71,2
75799.0,0,0,9500.0,0,0,0,1,0,0,0,0,0,0,0,76,2
75525.0,0,0,8950.0,1,0,0,1,0,0,1,1,0,0,0,71,2
75323.0,0,0,8450.0,0,1,0,1,0,0,0,0,0,0,0,77,2
75322.0,0,0,7995.0,0,1,0,1,0,0,0,0,0,0,0,78,2
75226.0,0,0,8750.0,0,1,0,0,0,0,0,0,0,1,0,77,2
75085.0,1,0,5950.0,0,0,0,0,0,1,0,0,0,1,1,70,2
75000.0,0,1,8500.0,0,0,0,0,1,0,1,0,0,0,1,72,2
75000.0,0,0,8950.0,0,0,0,1,0,0,0,0,1,0,0,68,2
75000.0,1,1,8750.0,0,1,1,1,1,0,1,0,1,1,0,68,2
74926.0,0,0,7600.0,0,1,0,1,0,0,1,0,0,1,0,77,2
74785.0,1,0,7145.0,0,1,0,1,0,1,0,0,0,1,1,79,2
74573.0,1,0,8450.0,0,0,0,1,0,1,0,0,1,1,1,68,2
74567.0,0,0,5950.0,0,0,0,1,0,0,0,0,0,0,0,74,2
74196.0,1,1,9000.0,0,1,1,0,1,0,1,1,0,1,1,79,2
74151.0,0,0,7250.0,0,1,0,1,0,1,0,0,0,1,1,79,2
74096.0,0,0,7400.0,0,0,1,1,0,1,1,0,0,1,1,74,2
74093.0,1,1,8800.0,0,0,0,1,1,0,1,1,1,1,1,78,2
74000.0,1,1,7750.0,0,1,0,0,0,1,0,0,0,0,1,70,2
74000.0,1,0,7500.0,0,0,0,1,0,1,0,0,0,1,1,74,2
73638.0,0,0,8450.0,0,0,0,1,0,0,1,0,0,1,0,77,2
73460.0,0,0,7400.0,0,1,1,1,0,0,0,0,0,1,1,74,2
73200.0,0,0,7500.0,0,0,0,1,0,1,1,0,0,1,1,79,2
73116.0,0,1,8950.0,0,0,0,1,1,0,1,1,0,1,1,75,2
73014.0,1,1,8950.0,0,1,0,1,1,0,1,0,0,1,1,69,2
72703.0,1,0,7950.0,0,0,0,1,0,1,0,0,0,1,1,76,2
72328.0,0,0,7950.0,0,1,0,1,1,0,1,0,0,1,1,78,2
72222.0,1,1,7950.0,0,0,0,1,0,0,1,0,0,1,1,77,2
72128.0,1,0,8950.0,0,1,0,1,0,1,1,0,0,1,1,70,2
72090.0,0,0,7750.0,1,1,0,1,0,0,0,0,1,1,1,77,2
72000.0,0,1,8250.0,0,1,0,1,0,0,1,0,1,0,0,77,2
72000.0,0,0,7950.0,0,0,0,0,1,0,1,0,1,1,1,77,2
71900.0,0,0,7750.0,0,0,0,1,0,0,0,0,1,1,1,76,2
71825.0,0,0,8500.0,0,0,0,0,0,0,1,0,0,1,1,76,2
71740.0,0,0,6950.0,1,1,0,1,0,0,0,0,0,1,0,79,2
71500.0,1,0,7500.0,0,1,0,1,0,0,0,0,0,1,0,79,2
71359.0,1,1,7750.0,0,0,0,1,0,1,0,0,1,1,1,78,2
